2.0265579223632812e-05, 4, 3, quick
2.002716064453125e-05, 4, 3, quick
1.7881393432617188e-05, 4, 4, quick
2.002716064453125e-05, 4, 3, quick
2.3126602172851562e-05, 6, 0, quick
2.002716064453125e-05, 5, 4, quick
2.288818359375e-05, 6, 2, quick
2.002716064453125e-05, 6, 2, quick
1.8835067749023438e-05, 4, 2, quick
2.002716064453125e-05, 4, 2, quick
1.811981201171875e-05, 4, 2, quick
1.8835067749023438e-05, 5, 4, quick
1.9311904907226562e-05, 4, 2, quick
1.811981201171875e-05, 4, 4, quick
1.8835067749023438e-05, 4, 2, quick
1.7881393432617188e-05, 4, 3, quick
2.193450927734375e-05, 6, 3, quick
1.7881393432617188e-05, 4, 0, quick
2.09808349609375e-05, 6, 4, quick
1.7881393432617188e-05, 4, 2, quick
