0.0017926692962646484, 2016, 55, bubble
0.0018391609191894531, 2016, 53, bubble
0.0018661022186279297, 2016, 51, bubble
0.0020089149475097656, 2016, 54, bubble
0.0018770694732666016, 2016, 51, bubble
0.0018160343170166016, 2016, 50, bubble
0.0018079280853271484, 2016, 53, bubble
0.0017557144165039062, 2016, 47, bubble
0.0017871856689453125, 2016, 46, bubble
0.0018210411071777344, 2016, 59, bubble
0.0018868446350097656, 2016, 50, bubble
0.0017402172088623047, 2016, 54, bubble
0.0018229484558105469, 2016, 52, bubble
0.0018470287322998047, 2016, 59, bubble
0.0018188953399658203, 2016, 59, bubble
0.0017769336700439453, 2016, 46, bubble
0.0017521381378173828, 2016, 46, bubble
0.0018601417541503906, 2016, 55, bubble
0.0017499923706054688, 2016, 54, bubble
0.0017337799072265625, 2016, 53, bubble
